departement,annee,population
01,1975,752579
01,1976,762677
01,1977,774439
01,1978,785985
01,1979,796711
01,1980,808303
01,1981,821220
01,1982,834669
01,1983,845508
01,1984,859981
01,1985,871281
01,1986,884909
01,1987,898643
01,1988,912589
01,1989,925596
01,1990,941324
01,1991,953986
01,1992,965136
01,1993,976510
01,1994,982293
01,1995,990277
01,1996,998643
01,1997,1008425
01,1998,1019064
01,1999,1028686
01,2000,1042230
01,2001,1056414
01,2002,1071256
01,2003,1086296
01,2004,1101902
01,2005,1117960
01,2006,1133504
01,2007,1148778
01,2008,1162735
01,2009,1177731
01,2010,1194707
01,2011,1207679
01,2012,1224408
01,2013,1239021
01,2014,1252282
01,2015,1263783
01,2016,1276880
01,2017,1286732
01,2018,1295299
01,2019,1304896
01,2020,1315745
01,2021,1326437
01,2022,1342611
01,2023,1358724
01,2024,1371768
01,2025,1384367
01,2026,1397657
02,1975,1068904
02,1976,1068566
02,1977,1067896
02,1978,1067864
02,1979,1066817
02,1980,1066427
02,1981,1067969
02,1982,1068994
02,1983,1069966
02,1984,1071752
02,1985,1069635
02,1986,1072704
02,1987,1073194
02,1988,1073772
02,1989,1074415
02,1990,1073816
02,1991,1074550
02,1992,1075535
02,1993,1076463
02,1994,1075877
02,1995,1076674
02,1996,1076061
02,1997,1075529
02,1998,1073286
02,1999,1072390
02,2000,1072548
02,2001,1073281
02,2002,1073597
02,2003,1073331
02,2004,1072957
02,2005,1073625
02,2006,1074151
02,2007,1075668
02,2008,1077608
02,2009,1079768
02,2010,1081044
02,2011,1082632
02,2012,1081805
02,2013,1080164
02,2014,1079598
02,2015,1077351
02,2016,1072306
02,2017,1069015
02,2018,1066669
02,2019,1062728
02,2020,1058787
02,2021,1054975
02,2022,1051156
02,2023,1046724
02,2024,1042196
02,2025,1037208
02,2026,1032028
03,1975,758378
03,1976,755325
03,1977,752331
03,1978,749651
03,1979,747099
03,1980,744540
03,1981,742621
03,1982,740212
03,1983,737825
03,1984,735502
03,1985,734927
03,1986,731596
03,1987,728374
03,1988,722243
03,1989,719400
03,1990,715938
03,1991,712899
03,1992,710425
03,1993,707684
03,1994,704918
03,1995,702153
03,1996,698790
03,1997,696439
03,1998,693319
03,1999,690184
03,2000,689460
03,2001,689143
03,2002,688751
03,2003,688051
03,2004,687135
03,2005,687158
03,2006,686659
03,2007,686269
03,2008,685655
03,2009,686133
03,2010,685857
03,2011,685499
03,2012,685865
03,2013,686906
03,2014,686169
03,2015,683273
03,2016,678817
03,2017,676026
03,2018,674394
03,2019,672003
03,2020,671311
03,2021,669799
03,2022,669485
03,2023,666652
03,2024,664499
03,2025,662476
03,2026,660620
04,1975,224367
04,1976,225981
04,1977,227921
04,1978,229886
04,1979,231594
04,1980,233572
04,1981,235713
04,1982,237900
04,1983,240173
04,1984,242929
04,1985,246426
04,1986,250565
04,1987,254081
04,1988,255185
04,1989,258348
04,1990,261852
04,1991,263745
04,1992,265509
04,1993,268112
04,1994,270464
04,1995,272816
04,1996,274939
04,1997,276780
04,1998,278942
04,1999,279065
04,2000,282943
04,2001,287184
04,2002,291536
04,2003,295976
04,2004,300138
04,2005,304789
04,2006,309039
04,2007,312171
04,2008,315967
04,2009,318938
04,2010,320336
04,2011,321957
04,2012,322522
04,2013,323874
04,2014,323220
04,2015,323643
04,2016,325177
04,2017,327878
04,2018,328185
04,2019,328666
04,2020,330953
04,2021,332205
04,2022,334410
04,2023,336161
04,2024,337724
04,2025,339181
04,2026,340933
05,1975,194841
05,1976,196725
05,1977,198893
05,1978,201172
05,1979,203356
05,1980,205504
05,1981,207905
05,1982,210299
05,1983,211270
05,1984,214402
05,1985,215899
05,1986,218690
05,1987,220806
05,1988,222267
05,1989,224303
05,1990,226558
05,1991,228414
05,1992,229863
05,1993,230781
05,1994,233408
05,1995,235090
05,1996,237083
05,1997,238897
05,1998,241975
05,1999,242708
05,2000,245116
05,2001,247778
05,2002,250607
05,2003,253475
05,2004,256167
05,2005,258939
05,2006,261537
05,2007,264997
05,2008,268444
05,2009,271706
05,2010,273977
05,2011,277245
05,2012,279144
05,2013,278595
05,2014,279805
05,2015,281872
05,2016,282255
05,2017,282611
05,2018,281440
05,2019,282486
05,2020,281257
05,2021,282001
05,2022,283404
05,2023,286985
05,2024,288579
05,2025,290235
05,2026,291833
06,1975,1631713
06,1976,1647110
06,1977,1665260
06,1978,1683793
06,1979,1701253
06,1980,1720227
06,1981,1740229
06,1982,1761666
06,1983,1786258
06,1984,1802259
06,1985,1817373
06,1986,1844677
06,1987,1871253
06,1988,1893740
06,1989,1916918
06,1990,1944796
06,1991,1962698
06,1992,1978539
06,1993,1987427
06,1994,1997595
06,1995,1997441
06,1996,2000346
06,1997,2004758
06,1998,2012602
06,1999,2021326
06,2000,2035950
06,2001,2052948
06,2002,2070580
06,2003,2088896
06,2004,2106402
06,2005,2127038
06,2006,2146406
06,2007,2164968
06,2008,2168894
06,2009,2158238
06,2010,2157497
06,2011,2162527
06,2012,2164067
06,2013,2161582
06,2014,2166666
06,2015,2164922
06,2016,2167451
06,2017,2166664
06,2018,2172483
06,2019,2188611
06,2020,2194866
06,2021,2207928
06,2022,2229204
06,2023,2256884
06,2024,2274163
06,2025,2291067
06,2026,2309287
07,1975,514870
07,1976,517152
07,1977,519984
07,1978,522912
07,1979,525749
07,1980,528685
07,1981,532134
07,1982,535968
07,1983,540274
07,1984,543587
07,1985,546040
07,1986,548641
07,1987,551489
07,1988,552686
07,1989,553350
07,1990,555333
07,1991,557407
07,1992,558908
07,1993,560558
07,1994,561826
07,1995,563007
07,1996,565709
07,1997,567656
07,1998,570396
07,1999,571813
07,2000,576807
07,2001,582193
07,2002,587879
07,2003,593955
07,2004,600077
07,2005,606270
07,2006,612512
07,2007,618948
07,2008,622940
07,2009,627192
07,2010,630216
07,2011,634591
07,2012,636852
07,2013,640797
07,2014,644803
07,2015,648460
07,2016,650357
07,2017,651470
07,2018,653258
07,2019,656603
07,2020,658699
07,2021,662879
07,2022,666507
07,2023,668513
07,2024,671275
07,2025,673570
07,2026,676362
08,1975,619632
08,1976,617014
08,1977,614962
08,1978,613373
08,1979,610729
08,1980,608569
08,1981,606974
08,1982,605595
08,1983,604074
08,1984,602929
08,1985,602218
08,1986,601935
08,1987,599407
08,1988,597010
08,1989,595538
08,1990,592323
08,1991,591375
08,1992,589274
08,1993,589232
08,1994,588545
08,1995,586761
08,1996,585670
08,1997,584377
08,1998,582685
08,1999,580932
08,2000,579246
08,2001,578110
08,2002,577069
08,2003,575669
08,2004,574301
08,2005,572879
08,2006,571336
08,2007,569527
08,2008,568423
08,2009,566621
08,2010,566529
08,2011,566249
08,2012,565586
08,2013,561845
08,2014,559462
08,2015,555538
08,2016,550778
08,2017,547194
08,2018,543728
08,2019,541203
08,2020,539442
08,2021,537760
08,2022,534450
08,2023,531828
08,2024,528856
08,2025,526030
08,2026,522886
09,1975,276227
09,1976,275131
09,1977,274523
09,1978,273838
09,1979,273112
09,1980,272348
09,1981,272023
09,1982,271507
09,1983,272950
09,1984,273649
09,1985,273918
09,1986,273389
09,1987,272959
09,1988,272546
09,1989,272956
09,1990,273401
09,1991,273583
09,1992,273779
09,1993,273304
09,1994,273266
09,1995,273033
09,1996,272479
09,1997,273130
09,1998,273506
09,1999,274444
09,2000,276440
09,2001,278818
09,2002,281404
09,2003,284128
09,2004,286783
09,2005,289817
09,2006,292618
09,2007,297176
09,2008,300441
09,2009,302274
09,2010,304115
09,2011,304612
09,2012,304773
09,2013,305410
09,2014,305191
09,2015,305042
09,2016,306180
09,2017,306354
09,2018,306180
09,2019,306624
09,2020,307959
09,2021,309243
09,2022,310729
09,2023,311497
09,2024,312370
09,2025,313227
09,2026,314358
10,1975,570152
10,1976,571406
10,1977,572446
10,1978,573496
10,1979,574504
10,1980,575762
10,1981,577369
10,1982,578984
10,1983,578281
10,1984,582485
10,1985,581728
10,1986,582117
10,1987,581589
10,1988,578763
10,1989,578834
10,1990,578302
10,1991,580262
10,1992,581489
10,1993,582745
10,1994,583963
10,1995,585177
10,1996,584790
10,1997,585452
10,1998,585381
10,1999,584663
10,2000,586399
10,2001,588650
10,2002,590868
10,2003,592618
10,2004,594338
10,2005,596997
10,2006,599438
10,2007,601710
10,2008,602684
10,2009,606627
10,2010,606685
10,2011,608025
10,2012,611245
10,2013,613196
10,2014,616223
10,2015,618148
10,2016,617857
10,2017,620079
10,2018,620079
10,2019,620524
10,2020,622911
10,2021,622700
10,2022,622194
10,2023,620937
10,2024,619530
10,2025,617512
10,2026,615936
11,1975,545868
11,1976,547481
11,1977,549254
11,1978,551605
11,1979,553195
11,1980,555543
11,1981,558420
11,1982,561218
11,1983,566401
11,1984,570028
11,1985,572477
11,1986,575228
11,1987,578207
11,1988,587087
11,1989,591865
11,1990,597870
11,1991,601266
11,1992,602127
11,1993,603423
11,1994,605176
11,1995,606846
11,1996,609099
11,1997,611248
11,1998,616290
11,1999,618966
11,2000,626722
11,2001,635138
11,2002,643984
11,2003,653021
11,2004,662573
11,2005,672513
11,2006,682082
11,2007,691596
11,2008,698512
11,2009,707999
11,2010,712972
11,2011,719973
11,2012,724718
11,2013,729796
11,2014,730999
11,2015,733959
11,2016,736096
11,2017,740568
11,2018,745660
11,2019,748190
11,2020,750485
11,2021,752108
11,2022,755598
11,2023,759350
11,2024,761365
11,2025,762728
11,2026,763715
12,1975,557723
12,1976,557373
12,1977,557204
12,1978,557224
12,1979,557043
12,1980,556968
12,1981,557495
12,1982,557768
12,1983,557131
12,1984,556852
12,1985,555987
12,1986,552458
12,1987,547386
12,1988,545235
12,1989,543208
12,1990,540853
12,1991,538265
12,1992,537108
12,1993,535495
12,1994,534089
12,1995,532986
12,1996,531024
12,1997,530095
12,1998,528880
12,1999,528138
12,2000,530173
12,2001,532781
12,2002,535575
12,2003,538271
12,2004,540593
12,2005,544002
12,2006,546797
12,2007,548893
12,2008,551821
12,2009,554139
12,2010,553653
12,2011,551669
12,2012,552502
12,2013,555526
12,2014,557335
12,2015,558386
12,2016,557443
12,2017,558463
12,2018,558600
12,2019,559243
12,2020,559162
12,2021,559352
12,2022,559526
12,2023,559273
12,2024,558423
12,2025,557438
12,2026,556824
13,1975,3263987
13,1976,3287635
13,1977,3312427
13,1978,3339058
13,1979,3364320
13,1980,3390904
13,1981,3420412
13,1982,3449417
13,1983,3458695
13,1984,3465632
13,1985,3471548
13,1986,3474511
13,1987,3484507
13,1988,3501557
13,1989,3510600
13,1990,3516152
13,1991,3536132
13,1992,3554727
13,1993,3576075
13,1994,3588469
13,1995,3604430
13,1996,3618478
13,1997,3630568
13,1998,3648807
13,1999,3667991
13,2000,3693783
13,2001,3721924
13,2002,3752648
13,2003,3782716
13,2004,3811406
13,2005,3843670
13,2006,3874839
13,2007,3917881
13,2008,3932039
13,2009,3934627
13,2010,3944066
13,2011,3951822
13,2012,3969599
13,2013,3986386
13,2014,4012171
13,2015,4033277
13,2016,4039468
13,2017,4048360
13,2018,4068750
13,2019,4086257
13,2020,4096178
13,2021,4113924
13,2022,4139660
13,2023,4175356
13,2024,4197001
13,2025,4217966
13,2026,4238776
14,1975,1121777
14,1976,1129010
14,1977,1136638
14,1978,1144612
14,1979,1152154
14,1980,1160354
14,1981,1169698
14,1982,1178545
14,1983,1190638
14,1984,1199548
14,1985,1206464
14,1986,1211364
14,1987,1215693
14,1988,1222889
14,1989,1229852
14,1990,1236256
14,1991,1243583
14,1992,1250181
14,1993,1257397
14,1994,1262388
14,1995,1267500
14,1996,1275363
14,1997,1283761
14,1998,1289052
14,1999,1295928
14,2000,1302413
14,2001,1309395
14,2002,1316405
14,2003,1323024
14,2004,1329566
14,2005,1336448
14,2006,1342730
14,2007,1347362
14,2008,1356440
14,2009,1361845
14,2010,1366239
14,2011,1370553
14,2012,1375738
14,2013,1379922
14,2014,1383373
14,2015,1387193
14,2016,1387394
14,2017,1388042
14,2018,1388151
14,2019,1389850
14,2020,1395135
14,2021,1401308
14,2022,1409252
14,2023,1418926
14,2024,1425570
14,2025,1431007
14,2026,1437096
15,1975,333686
15,1976,332644
15,1977,331351
15,1978,330647
15,1979,329301
15,1980,328320
15,1981,327245
15,1982,326370
15,1983,324409
15,1984,323140
15,1985,321990
15,1986,321308
15,1987,320807
15,1988,320160
15,1989,318948
15,1990,317713
15,1991,316643
15,1992,314474
15,1993,312933
15,1994,311183
15,1995,309296
15,1996,307591
15,1997,305518
15,1998,303720
15,1999,301993
15,2000,301320
15,2001,300954
15,2002,300402
15,2003,300277
15,2004,299929
15,2005,299701
15,2006,299405
15,2007,298156
15,2008,297515
15,2009,296802
15,2010,296366
15,2011,295196
15,2012,294874
15,2013,294115
15,2014,293282
15,2015,292486
15,2016,291987
15,2017,290337
15,2018,289582
15,2019,289437
15,2020,288812
15,2021,288507
15,2022,288854
15,2023,288450
15,2024,288025
15,2025,287746
15,2026,287676
16,1975,675112
16,1976,675735
16,1977,676575
16,1978,677961
16,1979,678710
16,1980,679520
16,1981,680969
16,1982,682068
16,1983,682065
16,1984,681574
16,1985,681704
16,1986,682002
16,1987,682205
16,1988,684221
16,1989,684350
16,1990,684112
16,1991,684519
16,1992,684515
16,1993,684794
16,1994,683532
16,1995,682775
16,1996,681606
16,1997,680896
16,1998,679899
16,1999,679691
16,2000,681558
16,2001,683954
16,2002,686060
16,2003,687824
16,2004,689452
16,2005,691859
16,2006,694111
16,2007,699106
16,2008,703198
16,2009,703163
16,2010,703191
16,2011,705447
16,2012,707352
16,2013,707003
16,2014,707747
16,2015,707268
16,2016,706619
16,2017,704715
16,2018,703602
16,2019,704077
16,2020,703484
16,2021,701783
16,2022,703256
16,2023,705417
16,2024,705476
16,2025,705407
16,2026,705442
17,1975,996425
17,1976,1000143
17,1977,1003873
17,1978,1008194
17,1979,1012024
17,1980,1016688
17,1981,1021736
17,1982,1026642
17,1983,1030404
17,1984,1032801
17,1985,1035791
17,1986,1039118
17,1987,1042450
17,1988,1047553
17,1989,1050928
17,1990,1054405
17,1991,1061297
17,1992,1066896
17,1993,1071820
17,1994,1076555
17,1995,1081593
17,1996,1087706
17,1997,1094119
17,1998,1105319
17,1999,1112876
17,2000,1123522
17,2001,1135272
17,2002,1147673
17,2003,1159793
17,2004,1172203
17,2005,1185319
17,2006,1197868
17,2007,1210858
17,2008,1223467
17,2009,1233253
17,2010,1244685
17,2011,1251404
17,2012,1257507
17,2013,1266877
17,2014,1274223
17,2015,1279923
17,2016,1284430
17,2017,1288657
17,2018,1293916
17,2019,1302770
17,2020,1311473
17,2021,1322864
17,2022,1336377
17,2023,1344617
17,2024,1354185
17,2025,1363354
17,2026,1372891
18,1975,633094
18,1976,634081
18,1977,634735
18,1978,635695
18,1979,636229
18,1980,637117
18,1981,638510
18,1982,639987
18,1983,643514
18,1984,643663
18,1985,642958
18,1986,642479
18,1987,641953
18,1988,642303
18,1989,642988
18,1990,643004
18,1991,642578
18,1992,642115
18,1993,640545
18,1994,638620
18,1995,636532
18,1996,633859
18,1997,632275
18,1998,630544
18,1999,629240
18,2000,629203
18,2001,629307
18,2002,629810
18,2003,629598
18,2004,629016
18,2005,629320
18,2006,629386
18,2007,629234
18,2008,626538
18,2009,622081
18,2010,622551
18,2011,623426
18,2012,623833
18,2013,623340
18,2014,620582
18,2015,618027
18,2016,614265
18,2017,608558
18,2018,606863
18,2019,604661
18,2020,601916
18,2021,599197
18,2022,599043
18,2023,597371
18,2024,594790
18,2025,592639
18,2026,590611
19,1975,481474
19,1976,481524
19,1977,482093
19,1978,482467
19,1979,482380
19,1980,482774
19,1981,483371
19,1982,483678
19,1983,482141
19,1984,481334
19,1985,481889
19,1986,481150
19,1987,479959
19,1988,478176
19,1989,477211
19,1990,476139
19,1991,475058
19,1992,473922
19,1993,472655
19,1994,471694
19,1995,470884
19,1996,469123
19,1997,467575
19,1998,466736
19,1999,465680
19,2000,467305
19,2001,469177
19,2002,471593
19,2003,473653
19,2004,475689
19,2005,478414
19,2006,480769
19,2007,484118
19,2008,485834
19,2009,486746
19,2010,487145
19,2011,484950
19,2012,482537
19,2013,481607
19,2014,482726
19,2015,483789
19,2016,483118
19,2017,482978
19,2018,481217
19,2019,480199
19,2020,478434
19,2021,479622
19,2022,480295
19,2023,481707
19,2024,482138
19,2025,482605
19,2026,483472
21,1975,911892
21,1976,916384
21,1977,920640
21,1978,926060
21,1979,930775
21,1980,936021
21,1981,941714
21,1982,947251
21,1983,951965
21,1984,956692
21,1985,962086
21,1986,967722
21,1987,973650
21,1988,978079
21,1989,982897
21,1990,986965
21,1991,991086
21,1992,995150
21,1993,999062
21,1994,1001882
21,1995,1005559
21,1996,1008069
21,1997,1011458
21,1998,1012450
21,1999,1013424
21,2000,1016056
21,2001,1019455
21,2002,1022421
21,2003,1025209
21,2004,1028071
21,2005,1031686
21,2006,1034364
21,2007,1038314
21,2008,1043244
21,2009,1048316
21,2010,1048745
21,2011,1051891
21,2012,1054836
21,2013,1059553
21,2014,1062792
21,2015,1066328
21,2016,1066461
21,2017,1067674
21,2018,1066477
21,2019,1068285
21,2020,1070194
21,2021,1071045
21,2022,1075193
21,2023,1080240
21,2024,1081927
21,2025,1083357
21,2026,1085010
22,1975,1051893
22,1976,1055246
22,1977,1058728
22,1978,1062511
22,1979,1065789
22,1980,1069497
22,1981,1073447
22,1982,1077923
22,1983,1078827
22,1984,1077874
22,1985,1077374
22,1986,1077323
22,1987,1076924
22,1988,1077282
22,1989,1077605
22,1990,1076918
22,1991,1076459
22,1992,1074541
22,1993,1074904
22,1994,1073621
22,1995,1074053
22,1996,1073748
22,1997,1078685
22,1998,1082819
22,1999,1084834
22,2000,1091350
22,2001,1099045
22,2002,1107151
22,2003,1115701
22,2004,1124491
22,2005,1133416
22,2006,1141761
22,2007,1152137
22,2008,1163179
22,2009,1175077
22,2010,1183321
22,2011,1188789
22,2012,1191102
22,2013,1194212
22,2014,1194838
22,2015,1196760
22,2016,1197953
22,2017,1197677
22,2018,1199218
22,2019,1201215
22,2020,1207332
22,2021,1211886
22,2022,1219249
22,2023,1223772
22,2024,1227405
22,2025,1231135
22,2026,1235157
23,1975,293343
23,1976,291308
23,1977,289302
23,1978,287674
23,1979,285676
23,1980,283715
23,1981,282101
23,1982,280077
23,1983,278684
23,1984,274848
23,1985,273253
23,1986,271048
23,1987,269983
23,1988,267403
23,1989,265352
23,1990,263215
23,1991,261153
23,1992,259342
23,1993,257998
23,1994,255965
23,1995,254052
23,1996,252767
23,1997,251762
23,1998,250678
23,1999,249244
23,2000,248657
23,2001,248241
23,2002,247957
23,2003,247645
23,2004,247173
23,2005,246897
23,2006,246852
23,2007,247771
23,2008,247862
23,2009,247216
23,2010,246105
23,2011,245168
23,2012,243083
23,2013,241794
23,2014,241214
23,2015,240783
23,2016,239059
23,2017,237331
23,2018,235064
23,2019,233293
23,2020,232050
23,2021,231465
23,2022,231120
23,2023,231116
23,2024,230876
23,2025,230377
23,2026,229952
24,1975,747454
24,1976,747778
24,1977,748592
24,1978,749979
24,1979,750653
24,1980,751843
24,1981,753407
24,1982,755079
24,1983,758820
24,1984,763089
24,1985,764899
24,1986,767370
24,1987,767331
24,1988,768351
24,1989,770694
24,1990,773417
24,1991,774316
24,1992,774170
24,1993,774493
24,1994,774267
24,1995,773922
24,1996,773411
24,1997,774828
24,1998,776142
24,1999,776857
24,2000,780587
24,2001,785029
24,2002,789537
24,2003,793853
24,2004,798031
24,2005,803258
24,2006,808147
24,2007,813629
24,2008,818819
24,2009,824207
24,2010,828341
24,2011,830379
24,2012,832813
24,2013,833864
24,2014,832748
24,2015,830884
24,2016,829630
24,2017,827265
24,2018,826891
24,2019,826502
24,2020,825671
24,2021,827518
24,2022,832709
24,2023,835288
24,2024,837905
24,2025,840078
24,2026,842728
25,1975,941392
25,1976,942780
25,1977,945072
25,1978,947101
25,1979,947831
25,1980,949805
25,1981,952309
25,1982,954528
25,1983,959800
25,1984,966422
25,1985,968440
25,1986,964144
25,1987,964740
25,1988,968155
25,1989,969409
25,1990,968548
25,1991,973034
25,1992,977932
25,1993,982239
25,1994,985645
25,1995,990148
25,1996,993718
25,1997,995461
25,1998,997249
25,1999,998470
25,2000,1002870
25,2001,1007883
25,2002,1012507
25,2003,1017089
25,2004,1021613
25,2005,1027168
25,2006,1032340
25,2007,1040292
25,2008,1045397
25,2009,1050579
25,2010,1055567
25,2011,1058234
25,2012,1062153
25,2013,1066670
25,2014,1069451
25,2015,1073950
25,2016,1077131
25,2017,1078169
25,2018,1082943
25,2019,1087983
25,2020,1090454
25,2021,1094228
25,2022,1097361
25,2023,1094364
25,2024,1094086
25,2025,1093493
25,2026,1093275
26,1975,723978
26,1976,730329
26,1977,737149
26,1978,744693
26,1979,752161
26,1980,760371
26,1981,769340
26,1982,778401
26,1983,787471
26,1984,795370
26,1985,801720
26,1986,807702
26,1987,814158
26,1988,818791
26,1989,822177
26,1990,827684
26,1991,834064
26,1992,838917
26,1993,845177
26,1994,849279
26,1995,855044
26,1996,858450
26,1997,864531
26,1998,870541
26,1999,875338
26,2000,882990
26,2001,891754
26,2002,900458
26,2003,909434
26,2004,918183
26,2005,927983
26,2006,937247
26,2007,946887
26,2008,956169
26,2009,966000
26,2010,969462
26,2011,976018
26,2012,982701
26,2013,989458
26,2014,998354
26,2015,1009311
26,2016,1016050
26,2017,1023147
26,2018,1029504
26,2019,1033565
26,2020,1035460
26,2021,1038958
26,2022,1042907
26,2023,1048459
26,2024,1051479
26,2025,1054358
26,2026,1056883
27,1975,845462
27,1976,855502
27,1977,866141
